Order Number,owner,Volume,Price,Side,Symbol,Timestamp
ORD08332,YokAndPun,100,26.25,Buy,COM7,2025-10-02 10:17:10
ORD08333,YokAndPun,100,170.5,Buy,DELTA,2025-10-02 09:56:43
ORD08334,YokAndPun,100,22.400000000000002,Buy,CPF,2025-10-02 09:58:45
ORD08335,YokAndPun,100,172.5,Sell,DELTA,2025-10-02 09:56:43
ORD08336,YokAndPun,100,10.799999999999999,Buy,TRUE,2025-10-02 10:01:13
ORD08337,YokAndPun,100,31.0,Buy,BCP,2025-10-02 10:54:24
ORD08338,YokAndPun,100,171.0,Buy,DELTA,2025-10-02 09:56:45
ORD08339,YokAndPun,100,172.5,Sell,DELTA,2025-10-02 09:56:45
ORD08340,YokAndPun,100,14.299999999999999,Buy,OR,2025-10-02 10:08:33
ORD08341,YokAndPun,100,5.35,Buy,CCET,2025-10-02 10:00:06
ORD08342,YokAndPun,100,3.56,Sell,WHA,2025-10-02 10:04:07
ORD08343,YokAndPun,100,5.35,Buy,CCET,2025-10-02 10:00:07
ORD08344,YokAndPun,100,171.5,Buy,DELTA,2025-10-02 09:56:47
ORD08345,YokAndPun,100,173.0,Sell,DELTA,2025-10-02 09:56:47
ORD08346,YokAndPun,100,171.5,Buy,DELTA,2025-10-02 09:56:47
ORD08347,YokAndPun,100,5.15,Sell,BEM,2025-10-02 10:11:28
ORD08349,YokAndPun,100,5.15,Sell,BEM,2025-10-02 10:11:28
ORD08351,YokAndPun,100,5.15,Sell,BEM,2025-10-02 10:11:28
ORD08352,YokAndPun,100,173.0,Sell,DELTA,2025-10-02 09:56:47
ORD08353,YokAndPun,100,40.75,Buy,MTC,2025-10-02 10:12:53
ORD08354,YokAndPun,100,5.15,Sell,BEM,2025-10-02 10:11:28
ORD08356,YokAndPun,100,5.15,Sell,BEM,2025-10-02 10:11:28
ORD08357,YokAndPun,100,172.0,Buy,DELTA,2025-10-02 09:56:48
ORD08358,YokAndPun,100,173.5,Sell,DELTA,2025-10-02 09:56:48
ORD08359,YokAndPun,100,172.5,Buy,DELTA,2025-10-02 09:56:48
ORD08360,YokAndPun,100,7.3,Sell,HMPRO,2025-10-02 10:01:55
ORD08361,YokAndPun,100,5.35,Buy,CCET,2025-10-02 10:00:20
ORD08362,YokAndPun,100,10.799999999999999,Buy,TRUE,2025-10-02 10:02:04
ORD08363,YokAndPun,100,26.25,Buy,COM7,2025-10-02 10:17:24
ORD08364,YokAndPun,100,26.25,Buy,COM7,2025-10-02 10:17:24
ORD08365,YokAndPun,100,10.799999999999999,Buy,TRUE,2025-10-02 10:02:20
ORD08366,YokAndPun,100,26.25,Sell,COM7,2025-10-02 10:17:58
ORD08368,YokAndPun,100,26.25,Sell,COM7,2025-10-02 10:17:58
ORD08369,YokAndPun,100,173.5,Sell,DELTA,2025-10-02 09:56:54
ORD08370,YokAndPun,100,1.61,Sell,VGI,2025-10-02 10:00:02
ORD08371,YokAndPun,100,26.25,Sell,COM7,2025-10-02 10:17:58
ORD08372,YokAndPun,100,43.25,Sell,GULF,2025-10-02 10:01:21
ORD08374,YokAndPun,100,10.799999999999999,Buy,TRUE,2025-10-02 10:02:31
ORD08375,YokAndPun,100,31.0,Buy,BCP,2025-10-02 11:00:25
ORD08376,YokAndPun,100,7.3,Sell,HMPRO,2025-10-02 10:02:41
ORD08377,YokAndPun,100,7.3,Sell,HMPRO,2025-10-02 10:03:04
ORD08378,YokAndPun,100,7.3,Sell,HMPRO,2025-10-02 10:03:20
ORD08379,YokAndPun,100,7.3,Sell,HMPRO,2025-10-02 10:03:57
ORD08380,YokAndPun,100,10.799999999999999,Buy,TRUE,2025-10-02 10:02:48
ORD08381,YokAndPun,100,26.5,Buy,COM7,2025-10-02 10:19:16
ORD08382,YokAndPun,100,26.5,Buy,COM7,2025-10-02 10:19:42
ORD08383,YokAndPun,100,26.5,Buy,COM7,2025-10-02 10:20:20
ORD08384,YokAndPun,100,5.2,Buy,BEM,2025-10-02 10:11:29
ORD08385,YokAndPun,100,5.2,Buy,BEM,2025-10-02 10:11:29
ORD08386,YokAndPun,100,19.900000000000002,Buy,TIDLOR,2025-10-02 10:12:19
ORD08387,YokAndPun,100,20.0,Sell,TIDLOR,2025-10-02 10:15:38
ORD08388,YokAndPun,100,14.299999999999999,Buy,OR,2025-10-02 10:23:25
ORD08389,YokAndPun,100,4.239999999999999,Buy,LH,2025-10-02 10:04:57
ORD08390,YokAndPun,100,4.26,Buy,LH,2025-10-02 10:04:57
ORD08391,YokAndPun,100,4.28,Sell,LH,2025-10-02 10:04:57
ORD08393,YokAndPun,100,2.26,Sell,AWC,2025-10-02 10:05:48
ORD08395,YokAndPun,100,2.26,Sell,AWC,2025-10-02 10:05:48
ORD08397,YokAndPun,100,2.26,Sell,AWC,2025-10-02 10:05:48
ORD08398,YokAndPun,100,4.28,Sell,LH,2025-10-02 10:05:00
ORD08399,YokAndPun,100,2.26,Sell,AWC,2025-10-02 10:05:48
ORD08401,YokAndPun,100,2.26,Sell,AWC,2025-10-02 10:05:48
ORD08402,YokAndPun,100,26.5,Buy,COM7,2025-10-02 10:23:34
ORD08403,YokAndPun,100,228.0,Sell,SCC,2025-10-02 11:01:47
ORD08404,YokAndPun,100,2.2600000000000002,Buy,AWC,2025-10-02 10:05:49
ORD08405,YokAndPun,100,1.61,Buy,VGI,2025-10-02 10:01:09
ORD08406,YokAndPun,100,2.26,Sell,AWC,2025-10-02 10:06:34
ORD08407,YokAndPun,100,26.5,Buy,COM7,2025-10-02 10:25:20
ORD08408,YokAndPun,100,5.2,Sell,BEM,2025-10-02 10:13:21
ORD08410,YokAndPun,100,5.2,Sell,BEM,2025-10-02 10:13:21
ORD08411,YokAndPun,100,5.1499999999999995,Buy,BEM,2025-10-02 10:13:23
ORD08412,YokAndPun,100,5.15,Sell,BEM,2025-10-02 10:13:32
ORD08413,YokAndPun,100,21.5,Sell,CRC,2025-10-02 10:16:38
ORD08414,YokAndPun,100,21.5,Sell,CRC,2025-10-02 10:16:38
ORD08415,YokAndPun,100,2.28,Buy,AWC,2025-10-02 10:07:36
ORD08416,YokAndPun,100,2.28,Buy,AWC,2025-10-02 10:07:42
ORD08417,YokAndPun,100,38.5,Sell,GPSC,2025-10-02 10:06:28
ORD08419,YokAndPun,100,38.5,Sell,GPSC,2025-10-02 10:06:28
ORD08421,YokAndPun,100,19.0,Sell,SCGP,2025-10-02 10:19:03
ORD08422,YokAndPun,100,5.3500000000000005,Sell,CCET,2025-10-02 10:02:43
ORD08424,YokAndPun,100,5.3500000000000005,Sell,CCET,2025-10-02 10:02:43
ORD08426,YokAndPun,100,5.3500000000000005,Sell,CCET,2025-10-02 10:02:43
ORD08428,YokAndPun,100,5.3500000000000005,Sell,CCET,2025-10-02 10:02:43
ORD08429,YokAndPun,100,19.8,Buy,TIDLOR,2025-10-02 10:30:30
ORD08430,YokAndPun,100,19.900000000000002,Buy,TIDLOR,2025-10-02 10:30:30
ORD08431,YokAndPun,100,19.9,Sell,TIDLOR,2025-10-02 10:30:34
ORD08432,YokAndPun,100,20.0,Sell,TIDLOR,2025-10-02 10:35:05
ORD08433,YokAndPun,100,2.28,Buy,AWC,2025-10-02 10:10:19
ORD08434,YokAndPun,100,54.5,Sell,CBG,2025-10-02 10:30:23
ORD08435,YokAndPun,100,1.61,Buy,VGI,2025-10-02 10:03:34
ORD08436,YokAndPun,100,1.61,Buy,VGI,2025-10-02 10:03:49
ORD08437,YokAndPun,100,2.28,Buy,AWC,2025-10-02 10:14:32
ORD08438,YokAndPun,100,115.0,Sell,EGCO,2025-10-02 13:59:28
ORD08439,YokAndPun,100,12.5,Sell,TU,2025-10-02 10:10:24
ORD08440,YokAndPun,100,12.5,Buy,TU,2025-10-02 10:10:53
ORD08441,YokAndPun,100,2.28,Buy,AWC,2025-10-02 10:16:32
ORD08442,YokAndPun,100,5.25,Buy,BEM,2025-10-02 10:24:21
ORD08443,YokAndPun,100,20.0,Buy,TIDLOR,2025-10-02 10:48:45
ORD08444,YokAndPun,100,5.3999999999999995,Buy,CCET,2025-10-02 10:04:47
ORD08445,YokAndPun,100,43.25,Sell,GULF,2025-10-02 10:04:03
ORD08447,YokAndPun,100,43.25,Sell,GULF,2025-10-02 10:04:03
ORD08449,YokAndPun,100,10.4,Sell,TLI,2025-10-02 10:43:28
ORD08451,YokAndPun,100,10.4,Sell,TLI,2025-10-02 10:43:28
ORD08453,YokAndPun,100,10.4,Sell,TLI,2025-10-02 10:43:28
ORD08454,YokAndPun,100,38.5,Sell,GPSC,2025-10-02 10:09:04
ORD08456,YokAndPun,100,5.3999999999999995,Buy,CCET,2025-10-02 10:05:19
ORD08457,YokAndPun,100,38.5,Sell,GPSC,2025-10-02 10:09:04
ORD08459,YokAndPun,100,10.4,Buy,TLI,2025-10-02 10:45:00
ORD08460,YokAndPun,100,5.3999999999999995,Buy,CCET,2025-10-02 10:05:47
ORD08461,YokAndPun,100,38.5,Sell,GPSC,2025-10-02 10:09:24
ORD08462,YokAndPun,100,5.3999999999999995,Buy,CCET,2025-10-02 10:06:01
ORD08463,YokAndPun,100,43.25,Sell,GULF,2025-10-02 10:05:47
ORD08465,YokAndPun,100,43.25,Sell,GULF,2025-10-02 10:05:49
ORD08466,YokAndPun,100,5.25,Buy,BEM,2025-10-02 10:30:43
ORD08467,YokAndPun,100,10.4,Buy,TLI,2025-10-02 11:07:36
ORD08468,YokAndPun,100,3.56,Buy,WHA,2025-10-02 10:24:00
ORD08469,YokAndPun,100,38.5,Buy,GPSC,2025-10-02 10:13:20
ORD08470,YokAndPun,100,38.25,Buy,GPSC,2025-10-02 10:13:27
ORD08471,YokAndPun,100,38.25,Buy,GPSC,2025-10-02 10:13:27
ORD08472,YokAndPun,100,38.25,Buy,GPSC,2025-10-02 10:13:27
ORD08473,YokAndPun,100,38.25,Buy,GPSC,2025-10-02 10:13:27
ORD08474,YokAndPun,100,7.3999999999999995,Buy,HMPRO,2025-10-02 10:26:45
ORD08475,YokAndPun,100,38.5,Sell,GPSC,2025-10-02 10:14:37
ORD08477,YokAndPun,100,38.5,Sell,GPSC,2025-10-02 10:14:37
ORD08479,YokAndPun,100,10.4,Buy,TLI,2025-10-02 11:28:52
ORD08480,YokAndPun,100,38.5,Sell,GPSC,2025-10-02 10:21:30
ORD08482,YokAndPun,100,38.5,Sell,GPSC,2025-10-02 10:21:30
ORD08483,YokAndPun,100,38.5,Sell,GPSC,2025-10-02 10:22:18
ORD08484,YokAndPun,100,5.4,Sell,CCET,2025-10-02 10:07:18
ORD08486,YokAndPun,100,5.4,Sell,CCET,2025-10-02 10:07:18
ORD08488,YokAndPun,100,5.4,Sell,CCET,2025-10-02 10:07:18
ORD08490,YokAndPun,100,2.28,Sell,AWC,2025-10-02 10:29:07
ORD08492,YokAndPun,100,2.28,Sell,AWC,2025-10-02 10:29:07
ORD08494,YokAndPun,100,2.28,Sell,AWC,2025-10-02 10:29:07
ORD08495,YokAndPun,100,2.28,Sell,AWC,2025-10-02 10:29:07
ORD08497,YokAndPun,100,2.28,Sell,AWC,2025-10-02 10:29:13
ORD08498,YokAndPun,100,7.35,Buy,HMPRO,2025-10-02 10:28:34
ORD08499,YokAndPun,100,25.5,Sell,COM7,2025-10-02 10:42:21
ORD08500,YokAndPun,100,25.5,Sell,COM7,2025-10-02 10:42:21
ORD08501,YokAndPun,100,25.5,Sell,COM7,2025-10-02 10:42:21
ORD08502,YokAndPun,100,25.5,Sell,COM7,2025-10-02 10:42:21
ORD08503,YokAndPun,100,25.5,Sell,COM7,2025-10-02 10:42:21
ORD08504,YokAndPun,100,2.3,Buy,AWC,2025-10-02 10:31:36
ORD08505,YokAndPun,100,7.35,Buy,HMPRO,2025-10-02 10:30:13
ORD08506,YokAndPun,100,7.35,Buy,HMPRO,2025-10-02 10:42:14
ORD08507,YokAndPun,100,5.25,Buy,BEM,2025-10-02 10:44:16
ORD08508,YokAndPun,100,5.25,Buy,BEM,2025-10-02 10:44:35
ORD08509,YokAndPun,100,26.25,Buy,COM7,2025-10-02 10:45:59
ORD08510,YokAndPun,100,7.35,Buy,HMPRO,2025-10-02 10:45:03
ORD08511,YokAndPun,100,5.3999999999999995,Buy,CCET,2025-10-02 10:08:31
ORD08512,YokAndPun,100,5.3999999999999995,Buy,CCET,2025-10-02 10:09:08
ORD08513,YokAndPun,100,5.3999999999999995,Buy,CCET,2025-10-02 10:10:18
ORD08514,YokAndPun,100,38.75,Buy,GPSC,2025-10-02 10:34:59
ORD08515,YokAndPun,100,12.200000000000001,Sell,TU,2025-10-02 10:25:15
ORD08516,YokAndPun,100,12.4,Buy,TU,2025-10-02 10:25:15
ORD08517,YokAndPun,100,5.3999999999999995,Buy,CCET,2025-10-02 10:11:23
ORD08518,YokAndPun,100,12.4,Sell,TU,2025-10-02 10:25:19
ORD08519,YokAndPun,100,12.4,Sell,TU,2025-10-02 10:25:19
ORD08520,YokAndPun,100,12.4,Sell,TU,2025-10-02 10:25:19
ORD08521,YokAndPun,100,12.4,Sell,TU,2025-10-02 10:25:19
ORD08522,YokAndPun,100,12.4,Sell,TU,2025-10-02 10:25:19
ORD08523,YokAndPun,100,5.25,Buy,BEM,2025-10-02 10:48:03
ORD08524,YokAndPun,100,38.75,Buy,GPSC,2025-10-02 10:39:51
ORD08525,YokAndPun,100,12.4,Buy,TU,2025-10-02 10:25:21
ORD08526,YokAndPun,100,12.4,Sell,TU,2025-10-02 10:25:21
ORD08527,YokAndPun,100,177.0,Sell,BH,2025-10-02 11:00:44
ORD08528,YokAndPun,100,26.25,Buy,COM7,2025-10-02 10:54:12
ORD08529,YokAndPun,100,12.5,Buy,TU,2025-10-02 10:25:26
ORD08530,YokAndPun,100,12.4,Buy,TU,2025-10-02 10:25:27
ORD08531,YokAndPun,100,12.4,Buy,TU,2025-10-02 10:25:28
ORD08532,YokAndPun,100,12.4,Buy,TU,2025-10-02 10:25:33
ORD08533,YokAndPun,100,12.4,Buy,TU,2025-10-02 10:25:55
ORD08534,YokAndPun,100,38.75,Buy,GPSC,2025-10-02 10:43:39
ORD08535,YokAndPun,100,41.0,Sell,MTC,2025-10-02 11:54:25
ORD08536,YokAndPun,100,10.4,Sell,TLI,2025-10-02 12:24:48
ORD08538,YokAndPun,100,10.4,Sell,TLI,2025-10-02 12:24:48
ORD08540,YokAndPun,100,10.4,Sell,TLI,2025-10-02 12:24:48
ORD08541,YokAndPun,100,10.4,Sell,TLI,2025-10-02 12:25:21
ORD08543,YokAndPun,100,10.4,Sell,TLI,2025-10-02 12:28:01
ORD08544,YokAndPun,100,26.25,Buy,COM7,2025-10-02 10:55:01
ORD08545,YokAndPun,100,26.25,Sell,COM7,2025-10-02 10:56:12
ORD08547,YokAndPun,100,26.25,Sell,COM7,2025-10-02 10:56:12
ORD08548,YokAndPun,100,26.25,Sell,COM7,2025-10-02 10:56:47
ORD08549,YokAndPun,100,1.6199999999999999,Sell,VGI,2025-10-02 10:39:56
ORD08551,YokAndPun,100,1.6199999999999999,Sell,VGI,2025-10-02 10:39:56
ORD08552,YokAndPun,100,26.5,Buy,COM7,2025-10-02 10:58:14
ORD08553,YokAndPun,100,5.4,Sell,CCET,2025-10-02 10:15:44
ORD08555,YokAndPun,100,5.4,Sell,CCET,2025-10-02 10:15:44
ORD08557,YokAndPun,100,5.4,Sell,CCET,2025-10-02 10:15:44
ORD08559,YokAndPun,100,5.4,Sell,CCET,2025-10-02 10:15:44
ORD08561,YokAndPun,100,5.4,Sell,CCET,2025-10-02 10:15:44
ORD08562,YokAndPun,100,5.45,Buy,CCET,2025-10-02 10:15:50
ORD08563,YokAndPun,100,10.5,Buy,TLI,2025-10-02 14:30:23
ORD08564,YokAndPun,100,5.45,Buy,CCET,2025-10-02 10:15:52
ORD08565,YokAndPun,100,10.5,Buy,TLI,2025-10-02 14:30:23
ORD08566,YokAndPun,100,3.14,Sell,BTS,2025-10-02 11:06:20
ORD08568,YokAndPun,100,3.14,Sell,BTS,2025-10-02 11:06:20
ORD08570,YokAndPun,100,38.75,Buy,GPSC,2025-10-02 10:52:28
ORD08571,YokAndPun,100,10.5,Buy,TLI,2025-10-02 14:35:41
ORD08572,YokAndPun,100,3.14,Buy,BTS,2025-10-02 11:08:17
ORD08573,YokAndPun,100,10.5,Buy,TLI,2025-10-02 14:38:01
ORD08574,YokAndPun,100,10.5,Buy,TLI,2025-10-02 14:38:38
ORD08575,YokAndPun,100,12.4,Sell,TU,2025-10-02 10:28:10
ORD08577,YokAndPun,100,12.4,Sell,TU,2025-10-02 10:28:10
ORD08579,YokAndPun,100,12.4,Sell,TU,2025-10-02 10:29:17
ORD08581,YokAndPun,100,12.4,Sell,TU,2025-10-02 10:29:17
ORD08582,YokAndPun,100,12.4,Sell,TU,2025-10-02 10:29:45
ORD08583,YokAndPun,100,5.25,Sell,BEM,2025-10-02 10:52:10
ORD08585,YokAndPun,100,5.25,Sell,BEM,2025-10-02 10:52:10
ORD08587,YokAndPun,100,5.25,Sell,BEM,2025-10-02 10:52:10
ORD08588,YokAndPun,100,5.45,Buy,CCET,2025-10-02 10:21:29
ORD08589,YokAndPun,100,5.45,Buy,CCET,2025-10-02 10:21:29
ORD08590,YokAndPun,100,26.5,Sell,COM7,2025-10-02 10:59:24
ORD08591,YokAndPun,100,26.75,Buy,COM7,2025-10-02 10:59:27
ORD08592,YokAndPun,100,5.25,Sell,BEM,2025-10-02 10:54:08
ORD08594,YokAndPun,100,5.25,Sell,BEM,2025-10-02 10:54:33
ORD08595,YokAndPun,100,1.6199999999999999,Sell,VGI,2025-10-02 11:00:04
ORD08596,YokAndPun,100,3.14,Sell,BTS,2025-10-02 11:19:19
ORD08598,YokAndPun,100,3.14,Sell,BTS,2025-10-02 11:19:19
ORD08599,YokAndPun,100,3.14,Sell,BTS,2025-10-02 11:19:19
ORD08600,YokAndPun,100,26.5,Buy,COM7,2025-10-02 11:01:22
ORD08601,YokAndPun,100,5.45,Buy,CCET,2025-10-02 10:30:58
ORD08602,YokAndPun,100,26.5,Buy,COM7,2025-10-02 11:01:22
ORD08603,YokAndPun,100,26.5,Buy,COM7,2025-10-02 11:01:46
ORD08604,YokAndPun,100,12.4,Buy,TU,2025-10-02 10:38:51
ORD08605,YokAndPun,100,12.4,Buy,TU,2025-10-02 10:38:51
ORD08606,YokAndPun,100,2.3,Buy,AWC,2025-10-02 11:44:25
ORD08607,YokAndPun,100,2.3,Buy,AWC,2025-10-02 11:44:39
ORD08608,YokAndPun,100,2.3,Buy,AWC,2025-10-02 11:47:34
ORD08609,YokAndPun,100,5.3,Buy,BEM,2025-10-02 11:00:11
ORD08610,YokAndPun,100,20.099999999999998,Sell,TIDLOR,2025-10-02 14:06:00
ORD08611,YokAndPun,100,4.56,Buy,BANPU,2025-10-02 14:22:46
ORD08612,YokAndPun,100,20.1,Buy,TIDLOR,2025-10-02 14:10:31
ORD08613,YokAndPun,100,20.1,Buy,TIDLOR,2025-10-02 14:10:31
ORD08614,YokAndPun,100,47.75,Buy,CPALL,2025-10-02 10:50:57
ORD08615,YokAndPun,100,2.3,Sell,AWC,2025-10-02 11:54:19
ORD08617,YokAndPun,100,2.3,Sell,AWC,2025-10-02 11:54:19
ORD08619,YokAndPun,100,2.3,Sell,AWC,2025-10-02 11:54:19
ORD08621,YokAndPun,100,2.3,Sell,AWC,2025-10-02 11:54:19
ORD08622,YokAndPun,100,12.4,Sell,TU,2025-10-02 10:45:57
ORD08624,YokAndPun,100,12.4,Sell,TU,2025-10-02 10:45:57
ORD08625,YokAndPun,100,26.5,Buy,COM7,2025-10-02 11:13:38
ORD08626,YokAndPun,100,12.5,Buy,TU,2025-10-02 10:51:37
ORD08627,YokAndPun,100,2.32,Buy,AWC,2025-10-02 11:54:20
ORD08628,YokAndPun,100,2.32,Buy,AWC,2025-10-02 11:54:20
ORD08629,YokAndPun,100,20.2,Sell,TIDLOR,2025-10-02 14:20:14
ORD08631,YokAndPun,100,12.5,Buy,TU,2025-10-02 10:56:12
ORD08632,YokAndPun,100,12.5,Buy,TU,2025-10-02 11:08:04
ORD08633,YokAndPun,100,2.32,Sell,AWC,2025-10-02 11:59:53
ORD08635,YokAndPun,100,2.32,Sell,AWC,2025-10-02 11:59:53
ORD08636,YokAndPun,100,228.0,Buy,SCC,2025-10-02 16:20:24
ORD08637,YokAndPun,100,228.0,Buy,SCC,2025-10-02 16:20:24
ORD08638,YokAndPun,100,26.5,Sell,COM7,2025-10-02 11:23:35
ORD08640,YokAndPun,100,26.5,Sell,COM7,2025-10-02 11:23:35
ORD08642,YokAndPun,100,26.5,Sell,COM7,2025-10-02 11:23:35
ORD08644,YokAndPun,100,26.5,Sell,COM7,2025-10-02 11:23:35
ORD08645,YokAndPun,100,26.5,Sell,COM7,2025-10-02 11:23:35
ORD08646,YokAndPun,100,12.5,Buy,TU,2025-10-02 11:14:52
ORD08647,YokAndPun,100,14.299999999999999,Buy,OR,2025-10-02 11:33:57
ORD08648,YokAndPun,100,2.32,Buy,AWC,2025-10-02 12:10:42
ORD08649,YokAndPun,100,2.32,Buy,AWC,2025-10-02 12:15:46
ORD08650,YokAndPun,100,2.32,Buy,AWC,2025-10-02 12:16:50
ORD08651,YokAndPun,100,24.8,Buy,KTB,2025-10-02 10:35:08
ORD08652,YokAndPun,100,55.5,Buy,CPN,2025-10-02 14:08:22
ORD08653,YokAndPun,100,55.5,Buy,CPN,2025-10-02 14:08:22
ORD08654,YokAndPun,100,24.8,Buy,KTB,2025-10-02 10:35:19
ORD08655,YokAndPun,100,17.1,Buy,OSP,2025-10-02 15:53:39
ORD08656,YokAndPun,100,2.32,Buy,AWC,2025-10-02 14:05:47
ORD08657,YokAndPun,100,2.32,Buy,AWC,2025-10-02 14:06:19
ORD08658,YokAndPun,100,39.0,Sell,GPSC,2025-10-02 11:59:34
ORD08660,YokAndPun,100,39.0,Sell,GPSC,2025-10-02 11:59:34
ORD08662,YokAndPun,100,26.5,Buy,COM7,2025-10-02 11:29:52
ORD08663,YokAndPun,100,31.0,Sell,BCP,2025-10-02 16:25:50
ORD08665,YokAndPun,100,31.0,Sell,BCP,2025-10-02 16:25:50
ORD08667,YokAndPun,100,31.0,Sell,BCP,2025-10-02 16:25:50
ORD08668,YokAndPun,100,39.0,Buy,GPSC,2025-10-02 12:00:49
ORD08669,YokAndPun,100,30.75,Sell,KTC,2025-10-02 14:09:21
ORD08671,YokAndPun,100,30.75,Sell,KTC,2025-10-02 14:09:21
ORD08673,YokAndPun,100,30.75,Sell,KTC,2025-10-02 14:09:21
ORD08674,YokAndPun,100,30.75,Sell,KTC,2025-10-02 14:09:46
ORD08676,YokAndPun,100,31.0,Sell,BCP,2025-10-02 16:26:00
ORD08678,YokAndPun,100,31.0,Sell,BCP,2025-10-02 16:26:00
ORD08679,YokAndPun,100,30.75,Sell,KTC,2025-10-02 14:10:07
ORD08680,YokAndPun,100,31.25,Buy,BCP,2025-10-02 16:26:34
ORD08681,YokAndPun,100,12.5,Sell,TU,2025-10-02 11:38:42
ORD08683,YokAndPun,100,12.5,Sell,TU,2025-10-02 11:38:42
ORD08685,YokAndPun,100,12.5,Sell,TU,2025-10-02 11:40:20
ORD08687,YokAndPun,100,26.5,Sell,COM7,2025-10-02 11:33:13
ORD08688,YokAndPun,100,31.25,Buy,BCP,2025-10-02 16:27:31
ORD08689,YokAndPun,100,31.25,Buy,BCP,2025-10-02 16:28:15
ORD08690,YokAndPun,100,2.32,Sell,AWC,2025-10-02 14:13:28
ORD08692,YokAndPun,100,2.32,Sell,AWC,2025-10-02 14:13:28
ORD08694,YokAndPun,100,2.32,Sell,AWC,2025-10-02 14:13:28
ORD08695,YokAndPun,100,2.32,Sell,AWC,2025-10-02 14:13:30
ORD08697,YokAndPun,100,12.5,Sell,TU,2025-10-02 11:46:46
ORD08698,YokAndPun,100,31.25,Buy,BCP,2025-10-02 16:29:00
ORD08699,YokAndPun,100,39.0,Sell,GPSC,2025-10-02 12:02:21
ORD08701,YokAndPun,100,39.0,Buy,GPSC,2025-10-02 12:09:41
ORD08702,YokAndPun,100,39.0,Sell,GPSC,2025-10-02 12:10:41
ORD08703,YokAndPun,100,31.25,Buy,BCP,2025-10-02 16:29:58
ORD08704,YokAndPun,100,10.8,Sell,TRUE,2025-10-02 10:38:51
ORD08706,YokAndPun,100,10.8,Sell,TRUE,2025-10-02 10:38:51
ORD08708,YokAndPun,100,10.8,Sell,TRUE,2025-10-02 10:38:51
ORD08709,YokAndPun,100,10.8,Sell,TRUE,2025-10-02 10:38:51
ORD08711,YokAndPun,100,10.8,Sell,TRUE,2025-10-02 10:38:51
ORD08712,YokAndPun,100,3.14,Buy,BTS,2025-10-02 12:27:00
ORD08713,YokAndPun,100,10.9,Buy,TRUE,2025-10-02 10:39:34
ORD08714,YokAndPun,100,10.9,Buy,TRUE,2025-10-02 10:39:41
ORD08715,YokAndPun,100,3.14,Buy,BTS,2025-10-02 13:59:25
ORD08716,YokAndPun,100,10.9,Buy,TRUE,2025-10-02 10:39:47
ORD08717,YokAndPun,100,12.6,Buy,TU,2025-10-02 12:22:18
ORD08718,YokAndPun,100,12.6,Buy,TU,2025-10-02 12:22:55
ORD08719,YokAndPun,100,2.32,Buy,AWC,2025-10-02 14:28:41
ORD08720,YokAndPun,100,3.14,Buy,BTS,2025-10-02 14:00:39
ORD08721,YokAndPun,100,10.9,Buy,TRUE,2025-10-02 10:40:14
ORD08722,YokAndPun,100,10.9,Buy,TRUE,2025-10-02 10:40:26
ORD08723,YokAndPun,100,2.32,Buy,AWC,2025-10-02 14:30:27
ORD08724,YokAndPun,100,2.32,Buy,AWC,2025-10-02 14:30:27
ORD08725,YokAndPun,100,20.0,Buy,TIDLOR,2025-10-02 16:22:46
ORD08726,YokAndPun,100,20.0,Buy,TIDLOR,2025-10-02 16:22:46
ORD08727,YokAndPun,100,55.75,Sell,CPN,2025-10-02 14:41:06
ORD08729,YokAndPun,100,55.5,Buy,CPN,2025-10-02 14:42:32
ORD08730,YokAndPun,100,2.32,Buy,AWC,2025-10-02 14:40:09
ORD08731,YokAndPun,100,3.58,Sell,WHA,2025-10-02 14:01:16
ORD08732,YokAndPun,100,20.0,Buy,TIDLOR,2025-10-02 16:27:57
ORD08733,YokAndPun,100,20.0,Buy,TIDLOR,2025-10-02 16:27:57
ORD08734,YokAndPun,100,3.14,Buy,BTS,2025-10-02 14:12:33
ORD08735,YokAndPun,100,32.5,Sell,PTT,2025-10-02 12:25:21
ORD08737,YokAndPun,100,32.5,Sell,PTT,2025-10-02 12:25:21
ORD08739,YokAndPun,100,32.5,Sell,PTT,2025-10-02 12:25:21
ORD08740,YokAndPun,100,12.6,Sell,TU,2025-10-02 14:06:42
ORD08742,YokAndPun,100,12.6,Sell,TU,2025-10-02 14:06:42
ORD08743,YokAndPun,100,5.45,Sell,CCET,2025-10-02 12:00:14
ORD08745,YokAndPun,100,5.45,Sell,CCET,2025-10-02 12:00:14
ORD08747,YokAndPun,100,5.45,Sell,CCET,2025-10-02 12:00:14
ORD08748,YokAndPun,100,12.6,Buy,TU,2025-10-02 14:08:55
ORD08749,YokAndPun,100,5.45,Buy,CCET,2025-10-02 12:01:04
ORD08750,YokAndPun,100,12.6,Buy,TU,2025-10-02 14:09:22
ORD08751,YokAndPun,100,5.45,Buy,CCET,2025-10-02 12:05:13
ORD08752,YokAndPun,100,5.45,Buy,CCET,2025-10-02 12:06:01
ORD08753,YokAndPun,100,31.0,Buy,KTC,2025-10-02 14:44:19
ORD08754,YokAndPun,100,31.0,Buy,KTC,2025-10-02 14:44:53
ORD08755,YokAndPun,100,2.32,Sell,AWC,2025-10-02 15:44:12
ORD08757,YokAndPun,100,2.32,Sell,AWC,2025-10-02 15:44:12
